Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
K1,a,2,1,,0,0,0,,,
K2,d,6,1,,0.25,0.5,0,,,
Ge1,c,6,0.676,0.008,0.25,0,0.5,,,
Ge2,i,16,1,,0.18353,0.18353,0.18353,6e-05,,
Ge3,k,24,0.71,0.01,0,0.3053,0.117,,2e-04,4e-04
Ge4,k,24,0.29,0.01,0,0.3383,0.126,,6e-04,0.001
