Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Na1,d,6,1,,0.25,0.5,0,,,
Na2,a,2,1,,0,0,0,,,
Si1,k,24,0.9561,0.0018,0,0.30573,0.11652,,3e-05,3e-05
Ga1,k,24,0.0439,0.0018,0,0.30573,0.11652,,3e-05,3e-05
Si2,i,16,1,,0.18408,0.18408,0.18408,2e-05,2e-05,2e-05
Si3,c,6,0.352,0.003,0.25,0,0.5,,,
Ga2,c,6,0.648,0.003,0.25,0,0.5,,,
