Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Cs1,d,6,1,,0.25,0.5,0,,,
Na1,a,2,1,,0,0,0,,,
Si1,k,24,0.86,,0,0.30307,0.1183,,8e-05,8e-05
Ga1,k,24,0.14,,0,0.30307,0.1183,,8e-05,8e-05
Si2,i,16,0.96,,0.18385,0.18385,0.18385,7e-05,7e-05,7e-05
Ga2,i,16,0.04,,0.18385,0.18385,0.18385,7e-05,7e-05,7e-05
Si3,c,6,0.304,0.007,0.25,0,0.5,,,
Ga3,c,6,0.696,0.007,0.25,0,0.5,,,
