Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Cs1,d,6,1,,0.25,0.5,0,,,
Cs2,a,2,1,,0,0,0,,,
Sn1,k,24,0.68,0.004,0,0.30625,0.1138,,0.00016,0.00012
Sn2,k,24,0.32,0.004,0,0.3461,0.1344,,3e-04,3e-04
Sn3,i,16,1,,0.18301,0.18301,0.18301,4e-05,4e-05,4e-05
Sn4,c,6,0.663,0.005,0.25,0,0.5,,,
