Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Ba1,a,2,1,,0,0,0,,,
Ba2,c,6,1,,0.25,0,0.5,,,
Cd1,d,6,1,0.02,0.25,0.5,0,,,
Ge1,i,16,0.937,0.003,0.18347,0.18347,0.18347,2e-05,2e-05,2e-05
Cd2,i,16,0.063,0.003,0.18347,0.18347,0.18347,2e-05,2e-05,2e-05
Ge2,k,24,1,0.01,0,0.11422,0.30255,,3e-05,3e-05
