Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Ba1,a,2,1,,0,0,0,,,
Ba2,c,6,1,,0.25,0,0.5,,,
Cu1,d,6,0.87,0.01,0.25,0.5,0,,,
Zn1,d,6,0.13,0.01,0.25,0.5,0,,,
Ge1,i,16,1,,0.18242,0.18242,0.18242,8e-05,8e-05,8e-05
Ge2,k,24,1,,0,0.1194,0.3141,,1e-04,1e-04
