Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Na1,a,2,0.802,0.003,0,0,0,,,
Cs1,a,2,0.198,0.003,0,0,0,,,
Cs2,d,6,1,,0.25,0.5,0,,,
Ge1,c,6,0.826,0.004,0.25,0,0.5,,,
Ga1,c,6,0.174,0.004,0.25,0,0.5,,,
Ge2,i,16,0.826,0.004,0.18373,0.18373,0.18373,5e-05,5e-05,5e-05
Ga2,i,16,0.174,0.004,0.18373,0.18373,0.18373,5e-05,5e-05,5e-05
Ge3,k,24,0.826,0.004,0,0.30617,0.11884,,7e-05,7e-05
Ga3,k,24,0.174,0.004,0,0.30617,0.11884,,7e-05,7e-05
