Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Sr1,a,2,1,,0,0,0,,,
Sr2,k,24,0.25,,0,0.25312,0.46346,,2e-05,8e-05
Ge1,c,6,0.241,0.004,0.25,0,0.5,,,
Ga1,c,6,0.759,0.004,0.25,0,0.5,,,
Ge2,i,16,0.762,0.003,0.1839,0.1839,0.1839,2e-05,2e-05,2e-05
Ga2,i,16,0.238,0.003,0.1839,0.1839,0.1839,2e-05,2e-05,2e-05
Ge3,k,24,0.568,0.003,0,0.30889,0.11722,,3e-05,2e-05
Ga3,k,24,0.432,0.003,0,0.30889,0.11722,,3e-05,2e-05
