Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Ba1,a,2,1,,0,0,0,,,
Ba2,c,6,1,,0.25,0,0.5,,,
Rh1,d,6,0.2,,0.25,0.5,0,,,
Ge1,d,6,0.45,0.005,0.25,0.5,0,,,
Ge2,i,16,1,,0.18366,0.18366,0.18366,3e-05,3e-05,3e-05
Ge3,k,24,0.57,0.06,0,0.1147,0.3075,,0.0012,0.0011
Ge4,k,24,0.43,0.06,0,0.1311,0.333,,0.0013,0.002
