Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
K1,a,2,1,,0,0,0,,,
K2,d,6,1,,0.25,0.5,0,,,
Si1,c,6,0.25,,0.25,0,0.5,,,
Al1,c,6,0.75,,0.25,0,0.5,,,
Si2,i,16,0.96,,0.184278,0.184278,0.184278,7e-06,7e-06,7e-06
Al2,i,16,0.04,,0.184278,0.184278,0.184278,7e-06,7e-06,7e-06
Si3,k,24,0.88,,0,0.303357,0.116903,,9e-06,1e-05
Al3,k,24,0.12,,0,0.303357,0.116903,,9e-06,1e-05
