Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Ba1,a,2,1,,0,0,0,,,
Ba2,c,6,1,,0.25,0,0.5,,,
Cd1,d,6,0.955,0.006,0.25,0.5,0,,,
Ge1,i,16,0.966,0.009,0.18353,0.18353,0.18353,3e-05,3e-05,3e-05
Cd2,i,16,0.034,0.009,0.18353,0.18353,0.18353,3e-05,3e-05,3e-05
Ge2,k,24,1.01,0.01,0,0.11458,0.30272,,5e-05,3e-05
