Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Al1,c,6,0.5,,0.25,0,0.5,,,
Sn1,c,6,0.5,,0.25,0,0.5,,,
Al2,i,16,0.5,,0.183,0.183,0.183,,,
Sn2,i,16,0.5,,0.183,0.183,0.183,,,
Al3,k,24,0.5,,0,0.31,0.116,,,
Sn3,k,24,0.5,,0,0.31,0.116,,,
K1,a,2,1,,0,0,0,,,
K2,d,6,1,,0.25,0.5,0,,,
