Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Cs1,a,2,0.9408,0.0014,0,0,0,,,
Cs2,d,6,1,,0.25,0.5,0,,,
Si1,c,6,0.59,,0.25,0,0.5,,,
Al1,c,6,0.41,,0.25,0,0.5,,,
Si2,i,16,0.9,,0.185113,0.185113,0.185113,1.7e-05,1.7e-05,1.7e-05
Al2,i,16,0.1,,0.185113,0.185113,0.185113,1.7e-05,1.7e-05,1.7e-05
Si3,k,24,0.84,,0,0.30354,0.11941,,2e-05,2e-05
Al3,k,24,0.16,,0,0.30354,0.11941,,2e-05,2e-05
