Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Sn1,k,24,1,,0,0.3164,0.1192,,3e-04,3e-04
Sn2,i,16,1,,0.1829,0.1829,0.1829,1e-04,1e-04,1e-04
Sn3,c,6,0.67,0.01,0.25,0,0.5,,,
K1,a,2,0.67,0.04,0,0,0,,,
Cs1,a,2,0.33,0.04,0,0,0,,,
K2,d,6,0.04,0.02,0.25,0.5,0,,,
Cs2,d,6,0.96,0.02,0.25,0.5,0,,,
