Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Ba1,d,6,0.998,0.005,0.25,0.5,0,,,
Ba2,a,2,0.802,0.002,0,0,0,,,
Yb1,a,2,0.197,0.008,0,0,0,,,
Ga1,c,6,0.713,0.007,0.25,0,0.5,,,
Si1,c,6,0.286,0.003,0.25,0,0.5,,,
Ga2,i,16,0.115,0.001,0.1874,0.1874,0.1874,3e-04,3e-04,3e-04
Si2,i,16,0.884,0.009,0.1874,0.1874,0.1874,3e-04,3e-04,3e-04
Ga3,k,24,0.373,0.009,0,0.3061,0.118,,6e-04,1e-04
Si3,k,24,0.626,0.001,0,0.3061,0.118,,6e-04,1e-04
