Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Cs1,a,2,1,,0,0,0,,,
Sb1,k,24,0.496,0.003,0,0.31268,0.11633,,5e-05,5e-05
Zn1,k,24,0.504,0.003,0,0.31268,0.11633,,5e-05,5e-05
Sb2,i,16,0.802,0.003,0.18256,0.18256,0.18256,3e-05,3e-05,3e-05
Zn2,i,16,0.198,0.003,0.18256,0.18256,0.18256,3e-05,3e-05,3e-05
Sb3,c,6,0.567,0.004,0,0.5,0.25,,,
Zn3,c,6,0.433,0.004,0,0.5,0.25,,,
Cs2,d,6,1,,0.25,0.5,0,,,
