Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
I1,a,2,1,,0,0,0,,,
I2,d,6,1,,0,0.25,0.5,,,
As1,i,16,0.577,0.003,0.18865,0.18865,0.18865,5e-05,5e-05,5e-05
P1,i,16,0.423,0.003,0.18865,0.18865,0.18865,5e-05,5e-05,5e-05
As2,c,6,0.363,0.014,0.25,0,0.5,,,
P2,c,6,0.18,0.03,0.25,0,0.5,,,
Sn1,k,24,0.544,0.012,0.3084,0.1111,0,3e-04,4e-04,
Sn2,k,24,0.456,0.012,0.1507,0,0.3453,4e-04,,5e-04
