Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Ba1,a,2,1,,0,0,0,,,
Ba2,j,24,0.25,,0.25,0.4893,0.9893,,5e-04,5e-04
Ga1,c,6,0.78,0.06,0.25,0,0.5,,,
Ge1,c,6,0.22,0.06,0.25,0,0.5,,,
Ga2,i,16,0.2,0.02,0.18453,0.18453,0.18453,4e-05,4e-05,4e-05
Ge2,i,16,0.81,0.02,0.18453,0.18453,0.18453,4e-05,4e-05,4e-05
Ga3,k,24,0.36,0.02,0,0.30843,0.11804,,6e-05,6e-05
Ge3,k,24,0.64,0.02,0,0.30843,0.11804,,6e-05,6e-05
