Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Ba1,a,2,1,,0,0,0,,,
Ba2,d,6,1,,0.75,0.5,0,,,
Ga1,c,6,0.348,,0,0.5,0.75,,,
Ge1,c,6,0.652,,0,0.5,0.75,,,
Ga2,i,16,0.348,,-0.18452,-0.18452,-0.18452,4e-05,4e-05,4e-05
Ge2,i,16,0.652,,-0.18452,-0.18452,-0.18452,4e-05,4e-05,4e-05
Ga3,k,24,0.348,,0,-0.30847,-0.11817,,6e-05,6e-05
Ge3,k,24,0.652,,0,-0.30847,-0.11817,,6e-05,6e-05
