Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Ge1,k,24,0.94,,0,0.30101,0.11557,,5e-05,5e-05
In1,k,24,0.06,,0,0.30101,0.11557,,5e-05,5e-05
Ge2,i,16,0.91,,0.18368,0.18368,0.18368,3e-05,3e-05,3e-05
In2,i,16,0.09,,0.18368,0.18368,0.18368,3e-05,3e-05,3e-05
In3,c,6,1,,0.25,0,0.5,,,
Rb1,d,6,1,,0.25,0.5,0,,,
Eu1,a,2,0.3,,0,0,0,,,
Rb2,a,2,0.7,,0,0,0,,,
