Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
I1,a,2,1,,0,0,0,,,
I2,d,6,1,,0.25,0.5,0,,,
Sn1,k,24,0.613,0.011,0,0.3094,0.1253,,6e-04,5e-04
In1,k,24,0.2,0.013,0,0.321,0.127,,0.002,0.003
Sn2,k,24,0.094,0.004,0,0.3264,0.0492,,6e-04,0.0013
As1,l,48,0.33,,0.1968,0.184,0.183,0.0015,0.002,0.003
As2,k,24,0.248,0.0019,0.987,0.5,0.2671,0.002,,7e-04
