Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Ba1,a,2,1,,0,0,0,,,
Ba2,d,6,1,,0.2472,0.5,0,8e-04,,
Al1,c,6,0.672,0.005,0.25,0,0.5,,,
Ge1,c,6,0.7,,0.25,0,0.5,,,
Al2,i,16,0.32,0.005,0.18434,0.18434,0.18434,3e-05,3e-05,3e-05
Ge2,i,16,0.7,,0.18434,0.18434,0.18434,3e-05,3e-05,3e-05
Al3,k,24,0.285,0.005,0,0.3082,0.11691,,4e-05,4e-05
Ge3,k,24,0.7,,0,0.3082,0.11691,,4e-05,4e-05
