Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
I1,a,2,0.722,0.007,0,0,0,,,
I2,d,6,1,,0,0.25,0.5,,,
Sb1,k,24,0.145,0.003,0.11725,0,0.30892,6e-05,,5e-05
Sb2,i,16,0.216,0.004,0.1836,0.1836,0.1836,4e-05,4e-05,4e-05
Sb3,c,6,0.126,0.004,0,0.5,0.25,,,
Ge1,k,24,0.855,,0.11725,0,0.30892,6e-05,,5e-05
Ge2,i,16,0.784,,0.1836,0.1836,0.1836,4e-05,4e-05,4e-05
Ge3,c,6,0.874,,0,0.5,0.25,,,
