Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
I1,a,2,1,,0,0,0,,,
I2,d,6,1,,0.5,0,0.25,,,
P1,i,16,1,,0.19222,0.19222,0.19222,0.00018,0.00018,0.00018
Sn1,k,24,0.63,0.04,0.1201,0,0.31,8e-04,,4e-04
Zn1,k,24,0.17,0.03,0.1201,0,0.31,8e-04,,4e-04
Sn2,k,24,0.2,0.02,0.1525,0,0.342,0.0014,,0.003
P2,c,6,0.8,0.02,0.25,0,0.5,,,
