Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Si1,c,6,1,,0.25,0,0.5,,,
Si2,i,16,1,,0.184,0.184,0.184,0.001,0.001,0.001
Si3,k,24,1,,0,0.305,0.121,,0.001,0.002
Ba1,d,6,0.82,0.01,0.25,0.5,0,,,
K1,a,2,0.9,0.01,0,0,0,,,
K2,d,6,0.18,0.03,0.25,0.5,0,,,
