Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Ba1,a,2,0.937,0.002,0,0,0,,,
Ba2,d,6,0.94,0.002,0.25,0.5,0,,,
Ni1,c,6,1,,0.25,0,0.5,,,
Ge1,i,16,0.969,0.002,0.1848,0.1848,0.1848,2e-04,2e-04,2e-04
Ge2,k,24,1,,0,0.3174,0.1202,,2e-04,2e-04
