Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
K1,a,2,1,,0,0,0,,,
K2,d,6,1,,0.25,0.5,0,,,
Ga1,c,6,0.468,0.005,0.25,0,0.5,,,
Sn1,c,6,0.53,0.005,0.25,0,0.5,,,
Ga2,i,16,0.086,0.002,0.18316,0.18316,0.18316,1e-05,1e-05,1e-05
Sn2,i,16,0.914,0.002,0.18316,0.18316,0.18316,1e-05,1e-05,1e-05
Ga3,k,24,0.158,0.002,0,0.3127,0.11864,,2e-05,2e-05
Sn3,k,24,0.842,0.002,0,0.3127,0.11864,,2e-05,2e-05
