Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
K1,a,2,0.49,0.02,0,0,0,,,
K2,d,6,1,,0.25,0.5,0,,,
Si1,c,6,1,,0.25,0,0.5,,,
Si2,i,16,0.396,0.008,0.1836,0.18364,0.18364,3e-04,,
Si3,i,16,0.352,0.007,0.1975,0.19758,0.19758,3e-04,,
Si4,k,24,0.371,0.007,0,0.3069,0.116,,5e-04,5e-04
Si5,l,48,0.312,0.005,0.0154,0.2906,0.1263,3e-04,3e-04,4e-04
