Label,WyckoffSymbol,WyckoffMultiplicity,Occupancy,OccupancyError,x_a,y_b,z_c,x_error,y_error,z_error
Sr1,a,2,1,,0,0,0,,,
Sr2,d,6,1,,0.25,0.5,0,,,
Ga1,c,6,0.36,,0.25,0,0.5,,,
Ga2,i,16,0.38,,0.1843,0.1843,0.1843,,,
Ga3,k,24,0.33,,0,0.3092,0.1172,,,
Ge1,c,6,0.64,,0.25,0,0.5,,,
Ge2,i,16,0.62,,0.1843,0.1843,0.1843,,,
Ge3,k,24,0.67,,0,0.3092,0.1172,,,
